ltv,equity_pct,hei_to_equity_ratio,credit_tier,log_property_value,appreciation_cagr,appreciation_5yr_total,cap_multiple,equity_share_pct,term_years,expected_irr_base,cap_exceedance_prob,log_investment,investment_to_value_pct,label,_property_value,_credit_score,_hei_amount,_state,_irr_bear,_irr_base,_irr_bull
0.37875107859305646,0.6212489214069435,0.06592457054959494,1.0,12.539189364211309,0.0577806748029957,0.32427488262078374,1.9380849218282439,0.2445460982447631,5.0,0.1413,0.16,9.344005774144923,0.04095556834815182,APPROVE,279061.029545212,661,11429.103068844543,VA,-25.09,14.13,14.15
0.3806631346817032,0.6193368653182968,0.07480260062639545,2.0,13.938501075298177,0.06407105501266544,0.3641217958543188,2.2732937748887627,0.1577956640116924,10.0,0.08560000000000001,0.84,10.866510705778216,0.04632800818960822,APPROVE,1130872.6971989765,734,52391.079577238525,WY,-6.5,8.56,8.56
0.4297428409949872,0.5702571590050127,0.05830778139277548,3.0,12.85924957532812,0.0828457694406088,0.48878855206169924,2.762992744525487,0.17610706703130868,5.0,0.2095,0.16,9.45563763692413,0.03325042976492949,APPROVE,384326.20893247175,761,12779.01161693077,TN,-1.46,20.95,22.54
0.18891754555196855,0.8110824544480315,0.05079654772621871,2.0,12.39965693677738,0.07788123675648553,0.45497174641682925,2.734959242977098,0.14141935716829743,5.0,0.0932,0.16,9.210440366976517,0.04120018860726804,APPROVE,242717.33547928274,721,10000.0,MT,-12.74,9.32,22.29
0.1939584012511377,0.8060415987488624,0.0833616795047409,1.0,12.473590386662737,0.08411888030144453,0.49756106163974234,2.6823414483552934,0.1975027026040358,10.0,0.10369999999999999,0.84,9.773457025023676,0.06719298142239162,APPROVE,261342.36245332716,664,17560.37250521035,NV,1.6,10.37,10.37
0.494257993789432,0.505742006210568,0.06118848471687381,3.0,12.778811134846995,0.05525102705768525,0.3085156390639434,1.7313733484698635,0.10535179332343111,10.0,0.0564,0.84,9.303374561074717,0.030945587017696438,APPROVE,354622.2136646971,850,10973.992571369023,NE,-15.62,5.64,5.64
0.4688105165549204,0.5311894834450795,0.06848525460260846,2.0,13.497537041174768,0.06505666584869468,0.37045119574304985,2.605086327127932,0.19728829539857556,10.0,0.1005,0.84,10.18380014801466,0.03637864701596434,APPROVE,727621.057927555,704,26469.86962772907,KS,-1.34,10.05,10.05
0.23281681794623407,0.7671831820537659,0.04788329974361828,1.0,13.244073614731665,0.08234130359748583,0.48532386880854284,1.502165605210323,0.13150010104092577,10.0,0.0415,0.84,9.940101886904086,0.03673526226454334,REVIEW,564712.3943180951,670,20744.85790931344,UT,2.98,4.15,4.15
0.37643509205181436,0.6235649079481858,0.03283652058913953,3.0,13.098858786664032,0.07116460645227823,0.410201171607143,2.0512341674714842,0.1,10.0,0.0745,0.84,9.210440366976517,0.020475701938505494,APPROVE,488383.745281745,815,10000.0,SD,1.3,7.45,7.45
0.42175240057700814,0.5782475994229919,0.1645179209859726,3.0,12.889313652174101,0.08936593616437827,0.5341539941176259,2.3755972634953197,0.2575311361942814,10.0,0.0904,0.84,10.536848765989655,0.0951320928722001,APPROVE,396056.09224240895,757,37677.6449498055,ME,2.46,9.04,9.04
0.4909752968985678,0.5090247031014322,0.09445181716499731,3.0,12.421937036517813,0.07387500721513823,0.4281330666067915,1.7311971229620737,0.3,10.0,0.0564,0.84,9.38709263275988,0.04807830818980351,APPROVE,248185.81714882323,768,11932.354205219346,IA,5.2,5.64,5.64
0.18973328167385697,0.8102667183261429,0.03186221415066461,3.0,13.088032220938631,0.07183539160271522,0.4146221890580415,2.846483872660483,0.1,10.0,0.1103,0.84,9.431384038169384,0.02581689169846381,APPROVE,483124.73561383894,759,12472.778976191441,SC,-0.68,11.03,11.03
0.41522860803772293,0.584771391962277,0.09182654492344641,2.0,13.272597857999203,0.0927113885766421,0.5578561289966093,2.1389909870190564,0.23901523880952025,5.0,0.1642,0.84,10.34824003277988,0.05369753649397032,APPROVE,581052.3511273261,735,31201.079829566854,CT,0.7,16.42,16.42
0.20020667647750484,0.7997933235224952,0.05113850061907477,3.0,12.661029646534368,0.08277746657190768,0.48831906829854255,2.1179353244535823,0.213673262148603,5.0,0.16190000000000002,0.84,9.464484476184792,0.040900231370086984,APPROVE,315220.1221236775,806,12892.575927365486,MD,-1.78,16.19,16.19
0.286041026762256,0.713958973237744,0.11854660498756818,3.0,12.188762339735518,0.08771460821832631,0.52256136774279,2.011289586544666,0.3,10.0,0.0724,0.84,9.719438474528674,0.08463741237774461,APPROVE,196566.7313561984,754,16636.899501539905,AL,4.73,7.24,7.24
0.5144060591168641,0.4855939408831359,0.09129524547044228,2.0,13.4880745843639,0.04965889718470418,0.27420984595286724,2.152983133068748,0.21312664831991518,5.0,0.056799999999999996,0.16,10.372065406494714,0.044332418031885326,APPROVE,720768.4380702983,732,31953.407700721513,ND,-34.41,5.68,16.58
0.4713791216546599,0.5286208783453401,0.09483963958367331,3.0,12.696957618341717,0.06299660656182034,0.3572485631625082,2.236850663373644,0.1908551285226741,10.0,0.08380000000000001,0.84,9.70396400262236,0.050134213578676874,APPROVE,326751.28296292806,806,16381.418607170117,ID,-6.25,8.38,8.38
0.567161626494359,0.43283837350564097,0.13078363088390296,3.0,13.51197311530146,0.07770379974310686,0.4537745790030119,1.9864399046505783,0.1573856473176113,10.0,0.071,0.84,10.640393804607816,0.05660817407295067,APPROVE,738201.2483564557,750,41788.224767831736,GA,-1.34,7.1,7.1
0.7498290556520686,0.2501709443479314,0.17023163066796115,2.0,13.269058746776363,0.06594394402738978,0.3761691972976675,2.98040502405052,0.25231138843385625,5.0,0.17379999999999998,0.16,10.11289152046481,0.04258700780209212,APPROVE,578999.5733383765,698,24657.859347169448,NY,-13.38,17.38,24.41
0.4941723343920483,0.5058276656079518,0.04774945878904224,0.0,13.253190459680528,0.05785206760679184,0.3247218394524718,2.6423973479629197,0.14366177011731987,10.0,0.102,0.84,9.529914557520824,0.02415299727330433,REVIEW,569884.3388599415,585,13764.414882583007,KS,-7.0,10.2,10.2
0.48939219249648436,0.5106078075035156,0.15727530877434417,3.0,13.410545613587534,0.09022390779298457,0.5402049249068486,2.1772867222429237,0.19914289271685925,10.0,0.0809,0.84,10.888651849702859,0.08030600058770632,APPROVE,666999.1925561059,850,53564.03754941028,NC,1.83,8.09,8.09
0.3906995252287353,0.6093004747712646,0.07032598405019122,3.0,13.666909012656529,0.09298702283576116,0.5598219509369029,2.745544891925564,0.1565415195328224,5.0,0.15380000000000002,0.16,10.516877254089778,0.042849655470537894,APPROVE,861911.4795585789,780,36932.60994518667,TN,-3.07,15.38,22.38
0.3987335953506238,0.6012664046493763,0.057029085418505,2.0,14.401228813442088,0.07247805390480838,0.4188682478196677,2.4673304072431987,0.17100958851613493,5.0,0.15869999999999998,0.16,11.028333447507485,0.03428967315002667,APPROVE,1796279.7108686215,700,61593.84417170945,ME,-10.13,15.87,19.8
0.4156198742972086,0.5843801257027914,0.09268824315985219,2.0,13.804682395863638,0.07134765213142528,0.41140649274119756,2.0205743167886583,0.21840933909768157,5.0,0.1065,0.16,10.888982798937073,0.05416516718892532,APPROVE,989229.2514194702,728,53581.767791311046,NV,-14.79,10.65,15.11
0.36899558320778864,0.6310044167922113,0.10565166406532442,2.0,11.918397239722838,0.07877375192880276,0.4610055125816219,2.4827398563596206,0.17158965365804113,5.0,0.0348,0.0,9.210440366976517,0.06666666666666667,APPROVE,150000.0,708,10000.0,MO,-17.07,3.48,16.46
0.4783455253992406,0.5216544746007594,0.13212294480340583,1.0,13.02210041684671,0.10642087963277282,0.6580660024236265,2.5600738256079856,0.18559300620517327,5.0,0.12119999999999999,0.16,10.347358057684966,0.06892252535412581,APPROVE,452298.75638259004,662,31173.572504418633,RI,-3.19,12.12,20.68
0.497124124770654,0.502875875229346,0.1420911964139383,1.0,12.273534681148686,0.06725568304983326,0.3846575571943289,1.5,0.26766808368211087,10.0,0.0414,0.84,9.634897307895283,0.07145423475904414,REVIEW,213956.9289849518,625,15288.128632014881,MN,-3.52,4.14,4.14
0.15324258349843173,0.8467574165015682,0.1677279847722151,2.0,12.422865929803876,0.09496755836897593,0.574005554421557,1.6875723172616675,0.29552126778856647,10.0,0.0537,0.84,10.471137468919562,0.14202491506073525,APPROVE,248416.4633232194,736,35281.327103168485,CO,1.4,5.37,5.37
0.3779575757417303,0.6220424242582697,0.10040700328193482,3.0,13.353477308894785,0.04070045528429446,0.22075559317532134,1.7862767793302405,0.3,10.0,0.059699999999999996,0.84,10.580230832679003,0.06245741573400278,APPROVE,630000.3926335926,755,39348.19643530127,MS,-13.1,5.97,5.97
0.28092968424868664,0.7190703157513134,0.1062288103651242,2.0,13.462602498266621,0.07560838419687374,0.4396963185076743,2.0353446711135166,0.18847586143569264,10.0,0.0737,0.84,10.890663654239333,0.07638598421113625,APPROVE,702640.791506363,722,53671.90840610532,UT,-3.37,7.37,7.37
0.14039324596717986,0.8596067540328202,0.07518088847447343,1.0,12.847104537749315,0.08259193543128404,0.4870444069257598,3.0210739927783568,0.2886232306542305,5.0,0.1681,0.16,10.108004176876522,0.06462599950684556,APPROVE,379686.7706406666,647,24537.637052179503,LA,-4.93,16.81,24.75
0.352310123273933,0.6476898767260669,0.15082892796112796,1.0,13.16041681196237,0.06123194073391339,0.3460201583707694,2.6850075347326405,0.25843540989223734,10.0,0.0794,0.16,10.834482300590938,0.0976903697578678,APPROVE,519392.36925289826,648,50739.632601730635,NH,-10.98,7.94,10.38
0.12373716700295793,0.876262832997042,0.0452533970983062,0.0,13.025128930913075,0.07789190873603341,0.4550437753921217,2.5343231585257353,0.2614401630110431,5.0,0.20440000000000003,0.84,9.797615579156586,0.03965386994410191,REJECT,453670.6288760247,560,17989.796114908808,NV,-0.56,20.44,20.44
0.545101918363354,0.454898081636646,0.08115880983296601,2.0,13.519228071811344,0.08199686483869723,0.48296196322586327,2.01646380274028,0.1479081988302961,10.0,0.0727,0.84,10.220233843291508,0.0369189869009296,REVIEW,743576.3480447793,687,27452.085453306277,SC,4.02,7.27,7.27
0.3882533229291742,0.6117466770708258,0.1181308194683591,2.0,12.615315544965673,0.060978672512571434,0.34441475317961356,2.61966944857654,0.29178477406531994,10.0,0.1011,0.84,9.987958537610469,0.07226613626942228,APPROVE,301134.4808526223,706,21761.82542871734,AZ,-7.35,10.11,10.11
0.4903018554876428,0.5096981445123572,0.07535493095141173,1.0,13.062496387905483,0.0727698162885137,0.42079927885674584,2.1615284252306672,0.12508952602333168,5.0,0.06509999999999999,0.16,9.80306703041214,0.038408268485791354,APPROVE,470943.9032439753,640,18088.13987754115,MD,-17.25,6.51,16.67
0.6447234777117902,0.35527652228820983,0.19503872868977826,2.0,13.22542464475065,0.08353414640064395,0.49352676875475776,2.5111069556339705,0.20870805475809662,5.0,0.0825,0.16,10.556032888709012,0.06929268124041811,REVIEW,554278.6627417842,723,38407.45469573167,OH,-11.59,8.25,20.22
0.09086221463857384,0.9091377853614262,0.04063772933011918,3.0,12.508661033790364,0.10525270111914324,0.6493313908123353,1.7939728377084738,0.17164929348933994,10.0,0.0602,1.0,9.210440366976517,0.03694529524530162,APPROVE,270670.45840624894,753,10000.0,ID,6.02,6.02,6.02
0.38154631825030266,0.6184536817496974,0.04670369342258986,3.0,13.42179600770226,0.07826023189156735,0.4575314677809059,1.688063616943992,0.20540956187325,10.0,0.0538,1.0,9.877380841918336,0.028884071148509823,APPROVE,674545.5779054308,761,19483.62246513314,SD,5.38,5.38,5.38
0.3744806202517535,0.6255193797482466,0.07929864020781498,1.0,13.076631342920933,0.09520750145143188,0.5757308900184732,2.2045781756365868,0.1419580244074239,10.0,0.0823,0.84,10.072964190870403,0.04960283623767178,REVIEW,477647.95739759825,635,23692.693410051495,VT,4.76,8.23,8.23
0.18003803111212996,0.8199619688878701,0.04377619455394355,2.0,12.659649135604933,0.06018737746871685,0.3394087945287967,1.8619818688123397,0.2041735152012193,10.0,0.0641,0.84,9.332572025201184,0.03589481467687001,APPROVE,314785.2561570717,712,11299.158432769142,NY,-4.87,6.41,6.41
0.19312323788629165,0.8068767621137083,0.07028844531580501,2.0,12.997276505404217,0.072199755804105,0.4170282872679698,2.0392029679483183,0.22942575898503476,10.0,0.0739,0.84,10.127582011998115,0.0567141131704232,APPROVE,441209.1208217342,682,25022.784010106756,OR,-0.07,7.39,7.39
0.10361070027115774,0.8963892997288423,0.154379507917339,2.0,12.430860261433262,0.10625332327899754,0.6568108952325769,1.7488876940433147,0.23613749080115976,10.0,0.0575,0.84,10.453163280252188,0.13838413899450677,APPROVE,250410.35420100138,712,34652.82126141505,FL,2.2,5.75,5.75
0.33698060116388523,0.6630193988361148,0.06730282450982121,2.0,14.08056343868381,0.08812982340421405,0.5254696372248036,1.9170941880194148,0.12646227914055758,10.0,0.0672,0.84,10.971075759190574,0.04462307824647419,APPROVE,1303498.9039687044,713,58166.13358598884,CO,2.55,6.72,6.72
0.3454683418290841,0.6545316581709159,0.06642773057348036,3.0,13.223218561111022,0.08237302705325383,0.48554155600264615,1.922597534171088,0.1441282004297992,5.0,0.0999,0.16,10.087782333019458,0.04347905264079095,APPROVE,553057.2232402569,763,24046.4041226328,GA,-10.56,9.99,13.97
0.23721494928403142,0.7627850507159686,0.08255049664025776,0.0,13.223377164398757,0.061440952755927924,0.3473461891133647,2.2902239358040726,0.19401979527835034,10.0,0.0864,0.84,10.458279970786082,0.06296828476636741,REVIEW,553144.9470492307,592,34830.588542873185,MS,-9.43,8.64,8.64
0.56352673670874,0.43647326329125996,0.07933540282905178,2.0,13.754722120930179,0.07146700000602449,0.41219281965928944,1.9295930777274526,0.18041533563249823,10.0,0.0679,0.84,10.391652779999415,0.03462778216732289,REVIEW,941021.3041875949,683,32585.480736218127,AR,2.12,6.79,6.79
0.3836961669610184,0.6163038330389816,0.07244096846323289,1.0,12.98890891608607,0.0752306382047152,0.4371700381660699,2.42223283546005,0.22466374013875878,5.0,0.17079999999999998,0.16,9.87995934373938,0.04464564653294641,APPROVE,437532.6587411791,636,19533.92842877895,MA,-7.76,17.08,19.36
0.610700221529892,0.38929977847010794,0.07463664424485099,2.0,13.361178949040623,0.07944497963479974,0.4655564599217925,2.3655169268760856,0.12367324094794752,10.0,0.08990000000000001,0.84,9.822702306218302,0.029056029070272747,REVIEW,634871.1690587384,727,18446.835144048746,UT,3.66,8.99,8.99
0.5895465914019928,0.4104534085980071,0.1204585188709531,3.0,13.976067550351479,0.07198369042656613,0.4156010934149361,2.680122503303729,0.20285129556792406,10.0,0.1036,0.84,10.969141241224921,0.04944260966525007,APPROVE,1174163.689682367,781,58053.71699207508,WV,-0.03,10.36,10.36
0.12215013147928609,0.8778498685207138,0.07594312997848743,1.0,11.918397239722838,0.0665946288366206,0.38037460738171425,2.363214470752507,0.1849522739149957,5.0,0.0108,0.0,9.210440366976517,0.06666666666666667,REJECT,150000.0,673,10000.0,WY,-24.96,1.08,15.34
0.26328855490006287,0.7367114450999371,0.08369378129952686,2.0,12.319396555606136,0.0875726711657189,0.5215682235927577,1.7833649469514914,0.16655792899914396,10.0,0.0596,0.84,9.533314901613682,0.06165816656705253,APPROVE,223997.93035080074,701,13811.301700244703,NC,1.88,5.96,5.96
0.3806066844399575,0.6193933155600425,0.07896493125524898,1.0,12.22811149953191,0.07056043767239224,0.40622867778227145,2.006883936510142,0.18717736552069658,5.0,0.09230000000000001,0.16,9.210440366976517,0.0489103505831595,APPROVE,204455.70070076612,628,10000.0,MO,-16.34,9.23,14.95
0.48165598396151676,0.5183440160384832,0.06495546958136084,2.0,13.263997825542946,0.0636831898204378,0.3616374233168602,2.336083990747335,0.13934680931761584,10.0,0.0886,0.84,9.872878184370261,0.03366927896646812,APPROVE,576076.699498357,716,19396.087101492405,PA,-4.94,8.86,8.86
0.4480874511594591,0.551912548840541,0.042856479599001775,2.0,13.863268588517332,0.05718224295706225,0.32053312358030794,2.3264191482577146,0.1589623951606089,5.0,0.1659,0.16,10.119043839815921,0.023653028889817712,APPROVE,1048915.8187928358,723,24810.036164893747,AL,-24.53,16.59,18.4
0.27271293387818735,0.7272870661218126,0.03,2.0,13.089835025867286,0.031837479226126314,0.16965152953076879,1.9768914616042308,0.21595279201545658,10.0,0.0705,0.84,9.264935738327006,0.02181861198365438,APPROVE,483996.5026480049,687,10560.131892722567,WV,-6.58,7.05,7.05
0.3367040726693057,0.6632959273306943,0.06900193472177149,1.0,13.126061230674898,0.09038279614445807,0.5413275931994255,3.178052058023567,0.22148154702012707,10.0,0.1226,0.84,10.041947996074745,0.045768702278889455,APPROVE,501851.34938262607,657,22969.084998152346,NV,8.92,12.26,12.26
0.42323441714838955,0.5767655828516105,0.08660434239026461,1.0,13.31460140022964,0.06342017496065845,0.35995480853768336,2.1690575280716584,0.17330332190039344,10.0,0.0805,0.84,10.31790810119657,0.049950404016201405,REVIEW,605978.4782654665,678,30268.869814482976,IA,-6.79,8.05,8.05
0.6390056490017034,0.3609943509982966,0.08199819915768122,2.0,13.194734185733578,0.05104546415937407,0.28264806899069317,2.0366667348693324,0.18114362908449455,5.0,0.1158,0.16,9.6748442095922,0.029600886687956202,APPROVE,537525.9545537585,735,15911.244872581301,WY,-31.17,11.58,15.29
0.585350841603899,0.414649158396101,0.0911598540678692,2.0,13.074680192376565,0.06084693320412601,0.34358029582132366,2.6520397265618056,0.23151944721888168,10.0,0.1024,0.84,9.799270395108401,0.037799356768753345,APPROVE,476716.9009853443,715,18019.592218039492,MI,-3.53,10.24,10.24
0.20376443150030837,0.7962355684996916,0.05579328555944819,2.0,12.324306758330373,0.06040867788231503,0.34080729962597367,2.653472191502681,0.13309999612603504,5.0,0.0042,0.0,9.210440366976517,0.04442459844589286,REJECT,225100.51525124183,702,10000.0,LA,-30.75,0.42,15.57
0.3872378821352812,0.6127621178647188,0.09774557593329579,2.0,12.657605847205023,0.08803730260222764,0.5248212142511801,1.9256589295293431,0.2127753135427229,5.0,0.13269999999999998,0.16,9.842489989464204,0.05989478612079301,APPROVE,314142.7137247165,713,18815.510649947402,AZ,-6.13,13.27,14.0
0.727960412439619,0.272039587560381,0.1290441924411374,2.0,13.021164166754664,0.05944673403705892,0.33473679378117627,2.607617477296705,0.17629372628370166,10.0,0.10060000000000001,0.84,9.671816953965527,0.03510512888874946,REVIEW,451875.4888670886,684,15863.147278345818,IL,-6.79,10.06,10.06
0.26387474032004526,0.7361252596799548,0.0318947949456841,1.0,13.453800697233339,0.06826220367860539,0.39119918375789586,1.8059367870756695,0.13946690539337986,10.0,0.060899999999999996,0.84,9.702192977265785,0.023478564211830616,REVIEW,696483.4160086754,627,16352.43060523482,CT,1.66,6.09,6.09
0.19891544238618056,0.8010845576138195,0.04949871065374481,0.0,12.43794176680385,0.036637000516318415,0.19710854249560295,1.671804406337185,0.14382845890485055,10.0,0.0462,0.16,9.210440366976517,0.03965265272650961,REVIEW,252189.9371770036,615,10000.0,AK,-15.5,4.62,5.27
0.45993074433733816,0.5400692556626618,0.046435408614481345,3.0,12.89609377031086,0.05548335001106462,0.3099566805571008,1.7088000476710012,0.13269371823784415,10.0,0.055,0.84,9.210440366976517,0.025078336566814494,APPROVE,398750.5300982657,785,10000.0,AL,-11.42,5.5,5.5
0.460153837652538,0.539846162347462,0.16453183896082452,1.0,13.301126362820606,0.049165670431611436,0.27121895036984456,2.1256173291255807,0.26353334072566587,10.0,0.0622,0.16,10.880021278958562,0.08882188184697175,APPROVE,597867.6517001024,662,53103.72991943295,HI,-17.19,6.22,7.83
0.4250988860091339,0.5749011139908661,0.08090478466045956,3.0,12.412556631340754,0.0440025946645807,0.24024615726778764,2.4238161482464666,0.13087682054105973,10.0,0.0424,0.16,9.344600461810257,0.04651225082848934,APPROVE,245868.60940938778,770,11435.902431701317,CO,-17.62,4.24,9.26
0.22392656134680247,0.7760734386531976,0.10515725696158891,3.0,13.2498571884334,0.08903806650305754,0.531846689269063,2.617949124981771,0.19628515584228295,10.0,0.10099999999999999,0.84,10.744070511287815,0.0816097540095182,APPROVE,567987.9188427973,820,46353.35433713887,MT,1.16,10.1,10.1
0.5544104807352892,0.4455895192647108,0.04115393233446293,1.0,13.602015817711278,0.04628740117633269,0.2538771239224529,2.599734532989796,0.17441831487759082,10.0,0.1003,0.84,9.603289181734329,0.018337760924765772,REVIEW,807755.4087337408,679,14812.425571045798,MD,-6.95,10.03,10.03
0.41495002145097254,0.5850499785490274,0.06952531835920162,3.0,12.610171924729595,0.08061401344841279,0.4735096213620522,1.9601002203524542,0.19382369511615571,10.0,0.0696,0.84,9.40812834278869,0.04067578601466521,APPROVE,299589.53102331475,814,12186.039656138255,RI,5.31,6.96,6.96
0.4712944936043198,0.5287055063956801,0.13753450789627172,2.0,11.96224995343467,0.03895261508245507,0.2105387688503506,2.0421708592522427,0.27913044085033106,10.0,0.059699999999999996,0.16,9.341127189486693,0.07271525164417902,APPROVE,156724.31302597982,718,11396.247860445206,PA,-15.02,5.97,7.4
0.5358383166483777,0.4641616833516224,0.11510715991345377,3.0,12.433398435585529,0.05006299729231821,0.276664476457672,1.5,0.21693723721722608,10.0,0.0414,0.84,9.504054912859871,0.05342833311125309,REVIEW,251046.74912658878,769,13413.009338832571,WV,-14.55,4.14,4.14
0.5817322837190835,0.4182677162809165,0.09796562667267922,3.0,13.381004774743895,0.08984744824882734,0.5375475600048056,2.2915080115715756,0.1535556572980024,10.0,0.08650000000000001,0.84,10.186268723512967,0.04097585894241038,APPROVE,647583.6351976541,797,26535.295689272418,TN,6.0,8.65,8.65
0.2110190780639808,0.7889809219360193,0.07581751476912242,3.0,12.037112099103387,0.07990434683575388,0.4686775166777628,1.8808468945526022,0.14317075575789628,10.0,0.0652,0.84,9.220766060508968,0.05981857270143997,APPROVE,168907.4445874334,840,10103.802253867827,DE,-1.96,6.52,6.52
0.2935826943826982,0.7064173056173018,0.06523546534622805,3.0,13.249765669473828,0.08971813306508093,0.5366355926121653,2.3864710648789247,0.11742985898323746,10.0,0.0909,0.84,10.172500973519536,0.04608346166057328,APPROVE,567935.9394664804,756,26172.454092065218,WY,1.95,9.09,9.09
0.1730513249988538,0.8269486750011462,0.0953303268297049,1.0,13.573972565797648,0.06946632160690074,0.3990575004958694,2.531648428426421,0.2211002455796936,10.0,0.0973,0.84,11.033567501462313,0.07883328745925068,APPROVE,785417.9634540079,646,61917.08008862905,MA,-5.04,9.73,9.73
0.3056499527757708,0.6943500472242292,0.10054481881116979,2.0,13.167495663565749,0.07467290328587782,0.4334465170904611,1.765372856163764,0.17941204233360683,10.0,0.058499999999999996,0.84,10.505590387738824,0.06981329968968732,APPROVE,523082.1220359975,699,36518.08894801669,SD,-3.38,5.85,5.85
0.4090924892773954,0.5909075107226046,0.05643321407950135,3.0,13.324218503383804,0.0654893061586581,0.37323693636524635,2.4778682446513636,0.19158977830064974,10.0,0.095,0.84,9.923472719061353,0.03334681005379399,APPROVE,611834.3585863239,796,20402.724140163024,NM,-0.46,9.5,9.5
0.0990027574717281,0.900997242528272,0.048033717036418636,3.0,14.296353131037684,0.07697381507289955,0.4488576599301064,2.116236469184157,0.240133499625323,5.0,0.1618,0.84,11.156261640187477,0.04327824659819647,APPROVE,1617435.6367793093,850,69999.77834524588,GA,-4.61,16.18,16.18
0.516430362433183,0.48356963756681703,0.03,1.0,13.57663418033949,0.05789312474861976,0.32497893359714114,1.5,0.11763648276398514,10.0,0.0414,0.84,9.343602594182913,0.01450708912700451,REVIEW,787511.230487806,663,11424.495609203594,ND,-4.02,4.14,4.14
0.18218402608656495,0.8178159739134351,0.03320606103416947,2.0,13.861288970551646,0.051311774840296934,0.28427385985609477,2.0419023419986115,0.1477347130999665,10.0,0.07400000000000001,0.84,10.255182393747674,0.02715644714448827,APPROVE,1046841.4181516756,700,28428.49364069712,AR,-12.01,7.4,7.4
0.6323970818053031,0.3676029181946969,0.14096912186764,3.0,13.26652741398379,0.08342382073069673,0.49276656756222526,1.5,0.2520889995134432,5.0,0.08449999999999999,0.84,10.306592738679777,0.05182066057388832,REVIEW,577535.7836512049,784,29928.28581386369,NY,-2.77,8.45,8.45
0.28734240509139847,0.7126575949086016,0.053622547491309,2.0,12.980462856778717,0.06271087447598542,0.35542541042972897,1.6507987932457846,0.2418292356044705,5.0,0.1054,0.84,9.715981022908897,0.03821451572802854,APPROVE,433852.78559945524,727,16579.474098939376,PA,-16.23,10.54,10.54
0.304670553040291,0.6953294469597089,0.054647359782302965,3.0,12.480568070010666,0.06752951816801336,0.3864348374402644,2.332115978246637,0.14938507875735274,10.0,0.08839999999999999,0.84,9.210440366976517,0.03799791845523696,APPROVE,263172.310656448,766,10000.0,CT,-2.89,8.84,8.84
